10:41:11.803 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
10:41:12.390 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 0a1f249f-e077-4156-82ba-98107e40a6e2_config-0
10:41:12.484 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 34 ms to scan 1 urls, producing 3 keys and 6 values 
10:41:12.514 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 4 keys and 9 values 
10:41:12.526 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 3 keys and 10 values 
10:41:12.534 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 6 ms to scan 1 urls, producing 1 keys and 5 values 
10:41:12.544 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 6 ms to scan 1 urls, producing 1 keys and 7 values 
10:41:12.552 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 6 ms to scan 1 urls, producing 2 keys and 8 values 
10:41:12.554 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
10:41:12.554 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x0000000800f755a8
10:41:12.555 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$461/0x0000000800f757c8
10:41:12.555 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
10:41:12.555 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
10:41:12.560 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Try to connect to server on start up, server: {serverIp = 'ahong.ltd', server main port = 8848}
10:41:14.425 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Success to connect to server [ahong.ltd:8848] on start up, connectionId = 1680748874810_117.187.228.105_50585
10:41:14.425 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Notify connected event to listeners.
10:41:14.425 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
10:41:14.425 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010f20a0
10:41:14.561 [main] INFO  c.a.g.RecruitmentGatewayApplication - [logStartupProfileInfo,634] - No active profile set, falling back to 1 default profile: "default"
10:41:16.208 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8082"]
10:41:16.208 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
10:41:16.208 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.64]
10:41:17.969 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
10:41:18.403 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
10:41:18.746 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 40937b71-4374-47b5-9680-d26b29073eb2
10:41:18.747 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] RpcClient init label, labels = {module=naming, source=sdk}
10:41:18.748 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
10:41:18.748 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
10:41:18.748 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
10:41:18.749 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Try to connect to server on start up, server: {serverIp = 'ahong.ltd', server main port = 8848}
10:41:18.967 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Success to connect to server [ahong.ltd:8848] on start up, connectionId = 1680748879415_117.187.228.105_1945
10:41:18.967 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
10:41:18.967 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Notify connected event to listeners.
10:41:18.967 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010f20a0
10:41:19.027 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8082"]
10:41:19.413 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP recruitment-gateway 10.13.31.0:8082 register finished
10:41:19.436 [main] INFO  c.a.g.RecruitmentGatewayApplication - [logStarted,61] - Started RecruitmentGatewayApplication in 8.188 seconds (JVM running for 9.125)
10:41:19.447 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=recruitment-gateway.yml, group=DEFAULT_GROUP
10:41:19.447 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=recruitment-gateway, group=DEFAULT_GROUP
10:41:19.568 [nacos-grpc-client-executor-24] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Receive server push request, request = NotifySubscriberRequest, requestId = 282
10:41:19.569 [nacos-grpc-client-executor-24] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Ack server push request, request = NotifySubscriberRequest, requestId = 282
10:44:49.676 [nacos-grpc-client-executor-52] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Receive server push request, request = ConfigChangeNotifyRequest, requestId = 283
10:44:49.677 [nacos-grpc-client-executor-52] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0a1f249f-e077-4156-82ba-98107e40a6e2_config-0] Ack server push request, request = ConfigChangeNotifyRequest, requestId = 283
10:46:32.714 [nacos-grpc-client-executor-124] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Receive server push request, request = NotifySubscriberRequest, requestId = 284
10:46:32.714 [nacos-grpc-client-executor-124] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [40937b71-4374-47b5-9680-d26b29073eb2] Ack server push request, request = NotifySubscriberRequest, requestId = 284
13:11:42.465 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,94] - De-registering from Nacos Server now...
13:11:42.503 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,114] - De-registration finished.
13:11:42.830 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
13:11:42.830 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@f56f3b1[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
13:11:42.830 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1680748879415_117.187.228.105_1945
13:11:42.834 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@78460b14[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 2371]
13:11:48.777 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
13:11:49.369 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0
13:11:49.412 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 22 ms to scan 1 urls, producing 3 keys and 6 values 
13:11:49.432 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 4 keys and 9 values 
13:11:49.451 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 18 ms to scan 1 urls, producing 3 keys and 10 values 
13:11:49.459 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 6 ms to scan 1 urls, producing 1 keys and 5 values 
13:11:49.467 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 7 values 
13:11:49.474 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 6 ms to scan 1 urls, producing 2 keys and 8 values 
13:11:49.477 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
13:11:49.477 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x0000000800f75248
13:11:49.477 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$461/0x0000000800f75468
13:11:49.478 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
13:11:49.478 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
13:11:49.483 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Try to connect to server on start up, server: {serverIp = 'ahong.ltd', server main port = 8848}
13:11:50.795 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Success to connect to server [ahong.ltd:8848] on start up, connectionId = 1680757911211_117.187.228.105_27289
13:11:50.795 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Notify connected event to listeners.
13:11:50.795 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
13:11:50.796 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5bae0653-e19c-4c0e-b108-65ca32a7bcbd_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010f1a90
13:11:50.920 [main] INFO  c.a.g.RecruitmentGatewayApplication - [logStartupProfileInfo,634] - No active profile set, falling back to 1 default profile: "default"
13:11:52.099 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8082"]
13:11:52.100 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
13:11:52.100 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.64]
